Year Type	Year	Organization Group Code	Organization_Group	Department Code	Department	Union Code	Union	Job Family Code	Job_Family	Job Code	Job	Employee Identifier	Salaries	Overtime	Other Salaries	Total Salary	Retirement	Health and Dental	Other Benefits	Total Benefits	Total
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8507881	67339.78	0	2131.33	69471.11	0	0	5392.07	5392.07	74863.18
Calendar	2019	2	"Public Works, Transportation & Commerce"	DBI		790	"SEIU, Local 1021, Misc"	6300	Construction Inspection	6321	Permit Technician I	9160165	26932.51	1122.2	0	28054.71	6054.48	8785.14	2243.68	24029.08	52083.79
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1404	Clerk	8514582	37408.07	0	640	38048.07	8553.2	8785.1	3025.26	30131.62	68179.69
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		261	"Laborers, Local 261"	7500	Semi-Skilled & General Labor	7514	General Laborer	8552183	52483.2	15362.95	4426.41	72272.56	10879.73	8785.1	5793.66	39864.79	112137.35
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		351	"Municipal Exec Assoc, Misc"	900	Management	941	Manager VI	8559650	68567.37	0	0	68567.37	9453.41	0	9043.32	18496.73	87064.1
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8490886	28965.03	6957.79	1348.41	37271.23	6243.41	3394.98	2923.69	23477.66	60748.89
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q062	Lieutenant 3	8576422	0	1726.12	0	1726.12	0	0	0	0	1726.12
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q002	Police Officer	8507009	74060.13	19924.18	4166.98	98151.29	14317.56	8785.14	1710.08	38932.08	137083.37
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8572759	2146.55	0	130.33	2276.88	0	0	176.73	176.73	2453.61
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2303	Patient Care Assistant	8559479	16884	2894.4	0	19778.4	3226.51	8785.12	1609.72	12953.23	32731.63
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8601476	11146.33	0	300.27	11446.6	0	0	888.44	888.44	12335.04
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	9100	Street Transit	9102	Transit Car Cleaner	8580154	54181	23085.38	8538.41	85804.79	11353.65	8785.12	6895.04	41440.11	127244.9
Calendar	2019	1	Public Protection	JUV		250	"SEIU, Local 1021, Misc"	7300	Journeyman Trade	7303	Barber	8546869	3479.4	682.79	42.95	4205.14	0	0	326.4	326.4	4531.54
Calendar	2019	3	Human Welfare & Neighborhood Development	ENV		790	"SEIU, Local 1021, Misc"	9900	Public Service Aide	9920	Publ Svc Aide-Asst to Prof	8543598	32212.33	0	0	32212.33	3294.35	8770.38	2282.39	28481.2	60693.53
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	1600	"Payroll, Billing & Accounting"	1649	Accountant Intern	9140152	31400	0	0	31400	6000.5	0	2521.75	8522.25	39922.25
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8586140	45021.8	0	5021.68	50043.48	12685.58	0	5607.48	18293.06	68336.54
Calendar	2019	4	Community Health	DPH		164	"Physician/Dentists 8-CC, UAPD"	2200	Medical & Dental	2230	Physician Specialist	8518004	3431.43	0	0	3431.43	638.94	0	266.39	905.33	4336.76
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8592586	42256.13	1785.08	2658.23	46699.44	10097.56	8785.1	3700.71	36057.11	82756.55
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8504876	58776.28	16603.04	2255.93	77635.25	11575.37	8814.66	6021.25	41247.12	118882.37
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8507526	40969.06	1308.46	1368.44	43645.96	0	0	3629.79	3629.79	47275.75
Calendar	2019	6	General Administration & Finance	TTX		790	"SEIU, Local 1021, Misc"	4300	Revenue	4320	Cashier 1	8567176	46287.9	0	0	46287.9	10793.64	8785.1	3802.81	37787.83	84075.73
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8513289	4105.76	0	1055.9	5161.66	0	0	424.24	424.24	5585.9
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8504931	63230.57	29303.29	7184.76	99388.76	13135.1	9612.12	7742.83	46192.71	145581.47
Calendar	2019	4	Community Health	DPH		164	"Physician/Dentists 8-CC, UAPD"	2200	Medical & Dental	2232	Senior Physician Specialist	8512223	2637.42	0	0	2637.42	491.1	0	91.9	583	3220.42
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3602	Library Page	8526893	6298.8	0	117.4	6416.2	1442.35	3941.34	522.34	5529.33	11945.53
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8496938	891	0	0	891	0	0	69.66	69.66	960.66
Calendar	2019	6	General Administration & Finance	HRD		790	"SEIU, Local 1021, Misc"	8100	Legal & Court	8165	Worker's Comp Supervisor 1	8501657	95859.98	0	0	95859.98	17867.33	8799.88	8175.04	49233.79	145093.77
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8592584	47811.8	2581.95	480	50873.75	9418.59	8785.1	4221.15	36831.2	87704.95
Calendar	2019	6	General Administration & Finance	ASR		21	"Prof & Tech Eng, Local 21"	4200	Appraisal & Taxation	4220	Tax Auditor-Appraiser	8529030	38777.91	0	0	38777.91	0	0	3009.8	3009.8	41787.71
Calendar	2019	1	Public Protection	SHF		499	Sheriffs' Mgrs and Supv (MSA)	8300	Correction & Detention	8310	Sheriff's Lieutenant	8526744	113698.01	0	13456.78	127154.79	40129.62	7958.14	1753.55	64271.13	191425.92
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q051	Sergeant 2	8507241	0	1094.13	0	1094.13	0	0	0	0	1094.13
Calendar	2019	3	Human Welfare & Neighborhood Development	ENV		790	"SEIU, Local 1021, Misc"	9900	Public Service Aide	9920	Publ Svc Aide-Asst to Prof	8505764	31305.61	0	0	31305.61	7039.91	7840.02	2554.19	31867.28	63172.89
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8501563	578.75	0	3.5	582.25	0	0	45.19	45.19	627.44
Calendar	2019	1	Public Protection	POL		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8274	Police Cadet	8592151	17746.97	0	0	17746.97	3993.26	2922.4	1429.75	17308.97	35055.94
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		38	"Plumbers, Local 38"	7300	Journeyman Trade	7388	Utility Plumber	8940153	56355.75	1368.83	12238.27	69962.85	925.23	0	1332.58	2257.81	72220.66
Calendar	2019	3	Human Welfare & Neighborhood Development	CSS		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1632	Senior Account Clerk	8543076	54569.8	0	0	54569.8	10431.84	8785.14	4446.66	38069.9	92639.7
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	9900	Public Service Aide	9920	Publ Svc Aide-Asst to Prof	8507913	23236.97	0	0	23236.97	3623.3	0	1930.65	5553.95	28790.92
Calendar	2019	4	Community Health	DPH		39	"Stationary Engineers, Local 39"	7200	Supervisory-Labor & Trade	7262	Maintenance Planner	8507270	96859	5351.19	18531	120741.19	18042.21	8785.12	8364.02	49597.63	170338.82
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1402	Junior Clerk	8604263	6979.65	0	0	6979.65	1569.02	5014.66	569.16	6744.76	13724.41
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8507728	5872.5	0	195.78	6068.28	0	0	471	471	6539.28
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8544351	64552.52	34485.65	5650.93	104689.1	13270.74	9316.76	7819.16	47064.62	151753.72
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8604229	8278.59	0	0	8278.59	0	0	642.55	642.55	8921.14
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1093	IT Operations Support Admn III	8548763	59389.84	0	0	59389.84	11354.1	3970.94	4729.54	33995.32	93385.16
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8304	Deputy Sheriff	8535465	85702.5	16354.66	13700.11	115757.27	32757.32	8785.14	1968.78	57917.54	173674.81
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8579739	11006.72	0	455.77	11462.49	0	0	889.68	889.68	12352.17
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5201	Junior Engineer	8555336	63291.84	0	0	63291.84	12099.64	7530.14	5129.2	39173.7	102465.54
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8587085	26894.76	3412.35	367.3	30674.41	0	0	535.67	535.67	31210.08
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8535856	12198.26	0	785.14	12983.4	0	0	867.5	867.5	13850.9
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	9190187	8882.78	0	1518.55	10401.33	0	0	685.62	685.62	11086.95
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		200	"TWU, Local 200"	9100	Street Transit	9139	Transit Supervisor	8560547	74761.4	67754.69	3233.7	145749.79	14807.04	6358.1	9204.88	45078.02	190827.81
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2330	Anesthetist	8559513	54558.13	0	3183.65	57741.78	10762.05	0	4481.69	15243.74	72985.52
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		130	"Auto Machinist, Local 1414"	7300	Journeyman Trade	7313	Automotive Machinist	8588504	51580.8	10760.53	472.86	62814.19	10472.83	8785.16	5369.7	32540.27	95354.46
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8586898	48088.16	0	9347.38	57435.54	0	0	2939.59	2939.59	60375.13
Calendar	2019	6	General Administration & Finance	RET		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1813	Senior Benefits Analyst	8605774	36349.22	0	0	36349.22	7550.4	8799.88	3150.53	21383.41	57732.63
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8602435	2250.87	0	109.61	2360.48	0	0	71.81	71.81	2432.29
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2716	Custodial Assistant Supervisor	8507834	16122	0	1571.88	17693.88	3381.3	7530.1	1453.14	11791.84	29485.72
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		351	"Municipal Exec Assoc, Misc"	900	Management	1376	Special Assistant 17	8503721	64478.7	0	0	64478.7	0	0	5004.57	5004.57	69483.27
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8567360	1309.76	0	20.68	1330.44	0	0	101.1	101.1	1431.54
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8561126	99729	8901.6	2830.01	111460.61	18611.51	8785.14	1891.46	43694.35	155154.96
Calendar	2019	5	Culture & Recreation	FAM		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8226	Museum Guard	8565358	17272.43	0	0	17272.43	0	0	1340.61	1340.61	18613.04
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		351	"Municipal Exec Assoc, Misc"	9100	Street Transit	9172	"Manager II, MTA"	8565040	83074.65	0	0	83074.65	15881.62	7595.28	13403.48	50515.38	133590.03
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8580248	1913.64	0	27.54	1941.18	0	0	150.66	150.66	2091.84
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5289	Transportation Planner III	8588566	24960	0	0	24960	4769.88	0	2025.71	6795.59	31755.59
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8507866	12156.53	0	130.97	12287.5	0	0	830.06	830.06	13117.56
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		4	SF City Workers United	7300	Journeyman Trade	7346	Painter	8565591	68800	3950.02	0	72750.02	12959.84	8785.14	5982.37	42133.67	114883.69
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8566402	11829.39	0	681.01	12510.4	0	0	971	971	13481.4
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2500	Med Therapy & Auxiliary	2586	Health Worker 2	8830010	35817.6	0	0	35817.6	8051.75	8681.76	2841.06	29966.63	65784.23
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8513668	17346.11	1364.94	2758.33	21469.38	0	0	1844.09	1844.09	23313.47
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2303	Patient Care Assistant	8513215	48139.85	19533.53	4115.21	71788.59	9989.56	8770.36	5776.19	38942.81	110731.4
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q052	Sergeant 3	8507133	103919.9	33511.11	5597.2	143028.21	21168.66	8637.44	2587.26	46516.92	189545.13
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3208	Pool Lifeguard	8604411	7590.51	0	221.32	7811.83	0	0	646.54	646.54	8458.37
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q052	Sergeant 3	8577134	118208.46	55549.27	7603.62	181361.35	21549.68	8785.12	3040.07	47207.27	228568.62
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8566941	16773.75	0	403.29	17177.04	0	0	1333.2	1333.2	18510.24
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8583390	5627.81	0	385.39	6013.2	0	0	422.97	422.97	6436.17
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		6	"Electrical Workers, Local 6"	7300	Journeyman Trade	7371	Electrical Transit System Mech	8584119	73302.3	1101.3	0	74403.6	14128.26	8785.12	5947.04	43266.72	117670.32
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8595914	5725.2	0	190.85	5916.05	0	0	462.81	462.81	6378.86
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2400	"Lab, Pharmacy & Med Techs"	2409	Pharmacy Technician	8510128	71376	13253.2	5374.36	90003.56	14672.14	8785.14	7145.69	45009.21	135012.77
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	9430141	321.69	0	88.47	410.16	0	0	31.67	31.67	441.83
Calendar	2019	1	Public Protection	DPA		790	"SEIU, Local 1021, Misc"	8100	Legal & Court	8124	"Investigator, Police Accountab"	8514220	80762.99	0	0	80762.99	15439.24	8785.1	6312.04	44971.38	125734.37
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8518805	1516.6	0	0	1516.6	0	0	118.72	118.72	1635.32
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2916	Social Work Specialist	8531411	73693	0	1180	74873	14313.42	8785.14	6026.31	43531.15	118404.15
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8602400	1341.22	0	99.92	1441.14	0	0	111.4	111.4	1552.54
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8511543	89201.1	0	1167.31	90368.41	0	0	1523.24	1523.24	91891.65
Calendar	2019	4	Community Health	DPH		164	"Physician/Dentists 8-CC, UAPD"	2200	Medical & Dental	2230	Physician Specialist	8588756	406.55	0	0	406.55	75.7	0	31.96	107.66	514.21
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		130	"Auto Machinist, Local 1414"	7300	Journeyman Trade	7381	Automotive Mechanic	8573108	50515.21	14607.49	8005.82	73128.52	11765.45	8785.14	6118.08	34581.23	107709.75
Calendar	2019	4	Community Health	DPH		22	"Prof & Tech Eng, Local 21"	1200	Personnel	1244	Senior Human Resources Analyst	8515256	92006.03	0	0	92006.03	17588.65	8799.88	7364.28	48144.35	140150.38
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H008	EMT Paramedic	10200162	4571.33	0	0	4571.33	0	0	354.81	354.81	4926.14
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	9100	Street Transit	9102	Transit Car Cleaner	8577296	46762.71	24780.93	6276.42	77820.06	10227.84	8770.32	6180.8	39585.7	117405.76
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8592486	5655.13	0	149.16	5804.29	0	0	450.51	450.51	6254.8
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		6	"Electrical Workers, Local 6"	9100	Street Transit	9145	Traffic Signal Electrician	8565571	77415.84	26948.84	2238.52	106603.2	15424.05	8829.46	7659.27	43650.7	150253.9
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8524600	6822.75	0	1137.16	7959.91	0	0	548.44	548.44	8508.35
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8201	School Crossing Guard	8980182	6566.03	0	0	6566.03	0	0	509.63	509.63	7075.66
Calendar	2019	6	General Administration & Finance	HSS		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1842	Management Assistant	8568854	0	0	0	0	0	0	1188	1188	1188
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		38	"Plumbers, Local 38"	7300	Journeyman Trade	7317	Senior Water Service Inspector	8501014	96819	0	0	96819	18057.4	8785.12	8052.03	49300.85	146119.85
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8583587	1895.75	0	75.84	1971.59	0	0	154.97	154.97	2126.56
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		6	"Electrical Workers, Local 6"	7300	Journeyman Trade	7308	Cable Splicer	8495716	87323.4	0	0	87323.4	17038.65	8785.14	7177.26	47059.45	134382.85
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	9900	Public Service Aide	9910	Public Service Trainee	8580505	17321.76	0	0	17321.76	2002.72	0	1404.63	3407.35	20729.11
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3630	Librarian 1	8526723	40558.52	0	506.52	41065.04	7947.87	5639.64	3289.16	26446.21	67511.25
Calendar	2019	1	Public Protection	POL		22	"Prof & Tech Eng, Local 21"	1200	Personnel	1229	Special Examiner	8561144	7455.45	0	0	7455.45	1388.48	0	345.72	1734.2	9189.65
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	2500	Med Therapy & Auxiliary	2548	Occupational Therapist	8511683	96639.09	0	720	97359.09	18135.35	8799.88	7944.73	49271.46	146630.55
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3209	Swimming Instructor	8605028	829.55	0	11.86	841.41	0	0	67.06	67.06	908.47
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8591457	13471.71	0	443.85	13915.56	3058.53	5432.9	1057.65	12761.54	26677.1
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	9300146	896.08	0	4.86	900.94	0	0	69.92	69.92	970.86
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8547531	46097.86	23190.72	3945.76	73234.34	9482.84	8814.66	5587.36	33684.9	106919.24
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8566422	2187.01	0	22.68	2209.69	0	0	171.52	171.52	2381.21
Calendar	2019	4	Community Health	DPH		535	"SEIU, Local 1021, Misc"	2900	Human Services	2909	Hospital Elig Wrk Supervisor	8532421	81281.02	0	480	81761.02	15606.87	8785.1	6867.09	45665.36	127426.38
